,feature,class,86,94,110,112,117,Control,73,76,89,93,195,196,iKO,iKO vs. CON,iKO vs. CON,63,80,83,108,116,G519R,G519R vs. CON,G519R vs. CON,248,249,255,257,Lrig1-D3,Lrig-D3 vs. CON,Lrig-D3 vs. CON,ALI,Lipid,
,,,VilERT-G519R-86,VilERT-G519R-94,VilERT-G519R-110,VilERT-G519R-112,VilERT-G519R-117,,VilERT-M5B-73,VilERT-M5B-76,VilERT-G519R-89,VilERT-G519R-93,Lrig-M5B-195,Lrig-M5B-196,,,,VilERT-G519R-63,VilERT-G519R-80,VilERT-G519R-83,VilERT-G519R-108,VilERT-G519R-116,,,,Lrig1-M5B-248,Lrig1-M5B-249,Lrig1-M5B-255,Lrig1-M5B-257,,,,H655ALI,H655Lipid,H655
No.,feature,class,Control,Control,Control,Control,Control,Average,iKO,iKO,iKO,iKO,iKO,iKO,Average,"Fold change (log, base 2)",P-value,G519R,G519R,G519R,G519R,G519R,Average,"Fold change (log, base 2)",P-value,Lrig1-D3,Lrig1-D3,Lrig1-D3,Lrig1-D3,Average,"Fold change (log, base 2)",P-value,DGAT-ALI,DGAT-Lipid,"Fold change (log, base 2)"
72,DAG 14:0;0_18:2;0,DAG,0.013584895,0.023463907,0.048066778,0.050896824,0.037526409,0.034707763,0.021927453,0.052875416,0.011263387,0.024910651,0.022073794,,0.02661014,-0.4,0.44,,,0.021592151,0.042425761,0.011739398,0.025252437,-0.5,0.45,0.028720872,0.013248853,0.033308447,0.019152735,0.023607727,-0.6,0.26,,,
374,DAG 14:0;0_18:3;0,DAG,,,,0.111104493,0.084924089,0.098014291,,0.033779389,,,,,0.033779389,-1.5,#DIV/0!,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,
74,DAG 14:0;0_20:1;0,DAG,0.001072176,,0.00250628,,,0.001789228,0.002094552,0.003935839,,0.001534203,,0.001418863,0.002245864,0.3,0.66,,,,,0.001126833,0.001126833,-0.7,#DIV/0!,,,0.001307743,,0.001307743,-0.5,#DIV/0!,,,
254,LPC 20:1;0,LPC,,,,,,0,,,,,,,0,NA,NA,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,0.006715398,#DIV/0!
261,LPC O-16:0;0,LPC O-,,,,,,0,,,,,,,0,NA,NA,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,0.031338241,,,0.031338241,#DIV/0!,#DIV/0!,,,
328,PA 16:0;0_16:1;0,PA,,,,,,0,,,,,,,0,NA,NA,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,0.020779864,0.016727567,-0.3
338,PA 17:0;0_18:1;0,PA,,,,,,0,,,,,,,0,NA,NA,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,0.031454794,#DIV/0!
381,DAG 15:0;0_15:0;0,DAG,,0.001595897,,,,0.001595897,,,,,,,0,NA,NA,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,0.001925936,0.001925936,0.3,#DIV/0!,,,
80,DAG 15:0;0_16:0;0,DAG,0.0336405,0.047495436,0.029828345,0.037931372,0.037617773,0.037302685,0.029606027,0.026429242,0.014859026,0.020405476,0.022104138,0.018232132,0.02193934,-0.8,0.00,0.020934075,0.020148553,0.036753068,0.022310392,0.01735532,0.023500282,-0.7,0.02,0.034448968,0.027069748,0.028620425,0.0346364,0.031193885,-0.3,0.15,,,
81,DAG 15:0;0_17:0;0,DAG,,0.002058056,,,,0.002058056,,,,,,,0,NA,NA,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,
82,DAG 15:0;0_18:0;0,DAG,0.015421478,0.024362017,,0.014574883,,0.018119459,,0.018553041,0.012634284,,,0.016365135,0.01585082,-0.2,0.56,,,0.017357887,,,0.017357887,-0.1,#DIV/0!,,0.015608287,0.016314487,0.023144006,0.018355593,0.0,0.96,,,
405,DAG 15:0;0_18:1;0,DAG,,0.010010486,0.007598708,0.005324158,0.005962572,0.007223981,,,,,,,0,#NUM!,#DIV/0!,,,,,0.00455607,0.00455607,-0.7,#DIV/0!,,,,0.009224467,0.009224467,0.4,#DIV/0!,,0.009690689,#DIV/0!
430,DAG 15:0;0_18:2;0,DAG,,0.028085582,0.012889528,,,0.020487555,,,,,,,0,#NUM!,#DIV/0!,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,
85,DAG 15:0;0_20:1;0,DAG,,0.001685731,,,,0.001685731,,0.000739078,,,,,0.000739078,-1.2,#DIV/0!,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,
436,DAG 15:1;0_18:1;0,DAG,,0.00355444,0.00295546,,,0.00325495,,,,,,,0,#NUM!,#DIV/0!,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,
87,DAG 16:0;0_16:0;0,DAG,0.166667843,0.113717239,0.210536282,0.191617985,0.141994394,0.164906749,0.213745583,0.405622299,0.167774945,0.106268342,0.170254119,0.22687584,0.215090188,0.4,0.33,0.053912201,0.084486675,0.089228766,0.136775614,0.05053223,0.082987097,-1.0,0.01,0.158707756,0.313172139,0.158826955,0.105454191,0.18404026,0.2,0.68,0.059974061,0.055772871,-0.1
88,DAG 16:0;0_16:1;0,DAG,0.016526946,0.020445135,0.039500834,0.04277107,0.03508404,0.030865605,0.033005126,0.065821707,0.020957626,0.022555556,0.030553464,0.022032635,0.032487686,0.1,0.86,0.009830039,0.013855514,0.020412289,0.046339775,0.02076477,0.022240477,-0.5,0.33,0.032788435,0.02596164,0.027893019,0.033169647,0.029953185,0.0,0.89,0.100122573,0.090809928,-0.1
89,DAG 16:0;0_16:2;0,DAG,0.001738089,0.002721737,0.004097422,0.004239889,0.00300805,0.003161038,,0.005699167,0.002923343,0.002452384,0.002361925,,0.003359205,0.1,0.83,,,,0.003612864,,0.003612864,0.2,#DIV/0!,0.003621076,0.002939715,0.002693695,,0.003084829,0.0,0.91,,,
480,DAG 16:0;0_17:1;0,DAG,,0.007050846,0.007079243,0.007260731,0.005990255,0.006845269,,,,,,,0,#NUM!,#DIV/0!,,,,,0.00770626,0.00770626,0.2,#DIV/0!,,,,0.011342737,0.011342737,0.7,#DIV/0!,,0.009089757,#DIV/0!
91,DAG 16:0;0_17:2;0,DAG,,,0.002703266,,,0.002703266,,,,,,,0,NA,NA,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,
92,DAG 16:0;0_18:0;0,DAG,0.234589497,0.251756745,0.395408423,0.309534383,0.238619487,0.285981707,0.322462037,0.459007577,0.308318033,0.24225054,0.309955514,0.3840761,0.3376783,0.2,0.26,0.142505497,0.224577088,0.250688228,0.349048829,0.164878051,0.226339538,-0.3,0.24,0.2905153,0.38118656,0.275799604,0.182433009,0.282483618,0.0,0.95,,0.142126149,#DIV/0!
93,DAG 16:0;0_18:1;0,DAG,0.238401538,0.204695491,0.58728503,0.664540845,0.562908478,0.451566277,0.438455655,0.905436664,0.341573971,0.310967781,0.436831821,0.2766279,0.451648965,0.0,1.00,0.165024814,0.27863671,0.352389276,0.674715416,0.228748453,0.339902934,-0.4,0.42,0.446796483,0.373539156,0.373187237,0.228509002,0.355507969,-0.3,0.43,0.512677673,0.433499599,-0.2
94,DAG 16:0;0_18:2;0,DAG,0.958215781,0.882968052,1.462063853,1.223155677,1.147162315,1.134713136,0.955965797,1.398424837,0.434533842,0.584158092,0.759424078,0.554372578,0.781146537,-0.5,0.09,0.461327128,0.45936988,0.442376165,0.594451465,0.260085864,0.443522101,-1.4,0.00,1.426392722,0.804752093,1.410500378,0.549437546,1.047770685,-0.1,0.71,0.055728207,0.039048798,-0.5
95,DAG 16:0;0_18:3;0,DAG,0.017084326,0.01585209,0.051678142,0.045707799,0.041883553,0.034441182,0.034837245,0.072697558,0.009538557,0.017228589,0.019637342,0.017657803,0.028599516,-0.3,0.65,0.008421474,0.010086872,0.0091473,0.022343943,0.012643502,0.012528618,-1.5,0.02,0.049843358,0.028936291,0.036589591,0.015575738,0.032736245,-0.1,0.88,0.009209512,0.010582629,0.2
96,DAG 16:0;0_19:0;0,DAG,,0.002077332,,,,0.002077332,,,,,,,0,NA,NA,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,
97,DAG 16:0;0_19:1;0,DAG,,0.001766946,,0.00174127,0.001722727,0.001743648,,0.003237708,,,,,0.003237708,0.9,#DIV/0!,,,,0.002491486,0.000963034,0.00172726,0.0,0.98,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,0.00123094,#DIV/0!
98,DAG 16:0;0_19:2;0,DAG,,0.001077341,,,,0.001077341,,,,,,,0,NA,NA,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,
99,DAG 16:0;0_20:1;0,DAG,0.01779041,0.025824644,0.047060971,0.02157793,0.039992649,0.030449321,0.043129452,0.072216835,0.026005064,0.035974997,0.024976088,0.026557126,0.03814326,0.3,0.44,0.012268868,0.012624902,0.016138089,0.028180331,0.016436986,0.017129835,-0.8,0.07,0.021485771,0.031314335,0.025625151,0.015996525,0.023605446,-0.4,0.36,0.008663792,0.015846923,0.9
100,DAG 16:0;0_20:2;0,DAG,0.007834906,0.010857701,0.014666427,0.01357532,0.012558371,0.011898545,0.017997325,0.019742997,0.02057727,0.012189658,0.016092331,0.01323199,0.016638595,0.5,0.03,0.008263313,0.009308653,0.011649679,0.019367121,0.009574061,0.011632565,0.0,0.91,0.011808289,0.015312386,0.018005035,0.011015752,0.014035366,0.2,0.31,0.024370045,0.015273755,-0.7
613,DAG 16:0;0_20:3;0,DAG,0.026705636,0.045731425,0.041322431,0.021732519,0.026814275,0.032461257,0.058076586,0.048571417,0.05330927,0.045780629,0.063697283,0.048179196,0.05293573,0.7,0.00,0.029996028,0.035378866,0.028184961,0.044598645,0.029374706,0.033506641,0.0,0.86,0.043111719,0.042147153,0.054870279,0.038961676,0.044772707,0.5,0.08,0.040660343,0.025785863,-0.7
666,DAG 16:0;0_20:4;0,DAG,0.097169985,0.147817378,0.097805142,0.063048962,0.065393083,0.09424691,0.190738045,0.187970899,0.180456563,0.122721921,0.184731957,0.180718427,0.174556302,0.9,0.00,0.11745306,0.0998027,0.086565532,0.079132127,0.056792596,0.087949203,-0.1,0.74,0.151897148,0.178755775,0.210784144,0.110651966,0.163022258,0.8,0.03,0.027244771,0.019096088,-0.5
103,DAG 16:0;0_20:5;0,DAG,0.030013314,0.026786369,0.039478593,0.02834246,0.023410897,0.029606327,0.030639816,0.042963058,0.014394743,0.014656,0.020404965,0.022877433,0.024322669,-0.3,0.36,0.01278673,0.014826129,0.013220449,0.008809148,0.008055095,0.01153951,-1.4,0.00,0.03827491,0.043598001,0.03942063,0.017398878,0.034673105,0.2,0.43,,,
104,DAG 16:0;0_22:1;0,DAG,,0.012054331,0.01315597,,0.007735335,0.010981879,0.013773384,0.019928471,0.013518331,0.009915751,0.014297067,0.016371024,0.014634005,0.4,0.15,0.006752108,0.013295944,0.013478457,0.020241966,0.014248915,0.013603478,0.3,0.43,,0.021347731,0.009332746,0.014733451,0.015137976,0.5,0.34,,0.007160553,#DIV/0!
350,PA 18:0;0_20:5;0,PA,,,,,,0,,,,,,,0,NA,NA,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,0.012845854,,0.012845854,#DIV/0!,#DIV/0!,,,
106,DAG 16:0;0_22:4;0,DAG,0.003040742,0.008371004,0.003063443,0.003589855,0.003227485,0.004258506,0.004701358,0.00719275,0.032328381,0.005351404,0.004018485,0.004219997,0.009635396,1.2,0.32,0.001727627,0.005003593,0.003803218,0.010873684,0.005127537,0.005307132,0.3,0.58,0.003642305,0.009205261,0.004301947,0.004130073,0.005319896,0.3,0.54,,,
107,DAG 16:0;0_22:5;0,DAG,,0.012511259,0.012973908,0.009695037,0.007727926,0.010727033,,0.019398455,0.035207007,0.010234488,0.008864409,0.008568036,0.016454479,0.6,0.36,0.005213633,0.008836737,0.010462943,0.017856789,0.007048656,0.009883751,-0.1,0.76,0.010662689,0.018700864,0.012066901,0.007578778,0.012252308,0.2,0.59,0.008948532,,
108,DAG 16:0;0_22:6;0,DAG,0.071599047,0.085130285,0.111846898,0.074995249,0.071957193,0.083105734,0.116513904,0.168051458,0.196995639,0.083588419,0.113847027,0.082642535,0.12693983,0.6,0.08,0.071478909,0.097219111,0.10924818,0.084624441,0.055012312,0.08351659,0.0,0.97,0.107980735,0.119761,0.12694118,0.059470371,0.103538322,0.3,0.24,0.03425189,0.028444535,-0.3
109,DAG 16:0;0_23:0;0,DAG,0.014322296,,,,,0.014322296,,,,,,,0,NA,NA,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,
110,DAG 16:0;0_24:1;0,DAG,,0.010604984,,,,0.010604984,,,,,0.001491027,,0.001491027,-2.8,#DIV/0!,,,,0.003517105,,0.003517105,-1.6,#DIV/0!,,0.009134202,,,0.009134202,-0.2,#DIV/0!,,0.008797437,#DIV/0!
362,PA 22:6;0_22:6;0,PA,,,,,,0,,,,,,,0,NA,NA,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,0.022931272,0.022931272,#DIV/0!,#DIV/0!,,,
112,DAG 16:1;0_16:1;0,DAG,0.000707341,0.001297717,0.001615922,0.002186849,0.001193126,0.001400191,0.001174297,0.002538485,0.000755074,0.00088398,0.001254917,,0.001321351,-0.1,0.85,,,0.00121056,0.003669634,0.002213936,0.00236471,0.8,0.17,0.001241132,0.000563022,0.001328645,0.005339195,0.002117998,0.6,0.49,0.028252346,0.027118111,-0.1
669,DAG 16:1;0_17:0;0,DAG,,0.003016823,0.003792147,0.002273241,0.001662252,0.002686116,,,,,,,0,#NUM!,#DIV/0!,,,,,0.00466071,0.00466071,0.8,#DIV/0!,,,,0.008815399,0.008815399,1.7,#DIV/0!,,0.007071848,#DIV/0!
114,DAG 16:1;0_18:0;0,DAG,0.007411195,0.008779025,0.015934208,0.014921397,0.013296843,0.012068534,0.014046887,0.026322081,0.010494799,0.011146449,0.017074502,0.008238092,0.014553802,0.3,0.47,0.005650531,0.01026612,0.011325743,0.027138596,0.011330648,0.013142328,0.1,0.80,0.01195411,0.009148661,0.011537042,0.010063874,0.010675922,-0.2,0.51,0.046802339,0.067539487,0.5
115,DAG 16:1;0_18:1;0,DAG,0.012370085,,0.037762199,0.048578388,0.040873901,0.034896143,0.02899232,0.060042748,0.015408804,0.019845106,0.035751806,0.018283705,0.029720748,-0.2,0.64,,0.014974211,0.028545689,0.073847176,0.020480502,0.034461895,0.0,0.98,0.027678125,0.017046547,0.023362706,0.024213373,0.023075188,-0.6,0.20,0.172049385,0.116162971,-0.6
116,DAG 16:1;0_18:2;0,DAG,0.018067339,0.022918315,0.061611839,0.062861719,0.052252512,0.043542345,0.03785518,0.077132512,0.016992128,0.027046966,0.032629904,0.023628096,0.035880798,-0.3,0.57,0.013796253,0.016403241,0.031730112,0.065628637,0.018155592,0.029142767,-0.6,0.32,0.04737437,0.02873916,0.036106172,0.02168875,0.033477113,-0.4,0.43,0.03238238,0.022713438,-0.5
367,PC 14:0;0_20:1;0,PC,,,,,,0,,,,,,,0,NA,NA,,,,,0.017570473,0.017570473,#DIV/0!,#DIV/0!,,0.010268179,,,0.010268179,#DIV/0!,#DIV/0!,,,
372,PC 15:0;0_18:0;0,PC,,,,,,0,,,,,,,0,NA,NA,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,0.038156216,#DIV/0!
380,PC 16:0;0_17:0;0,PC,,,,,,0,,,,,,,0,NA,NA,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,0.088044419,0.102175894,0.2
120,DAG 16:1;0_20:3;0,DAG,0.001690057,0.001991839,0.002457385,0.002671529,0.003087999,0.002379762,0.004603939,0.004129885,0.002702704,0.002704842,0.004439758,0.002293509,0.003479106,0.5,0.06,0.001614658,0.002205556,0.002037884,0.003659318,0.00239726,0.002382935,0.0,0.99,,0.003286254,0.003255707,,0.003270981,0.5,0.08,0.01050241,0.005037108,-1.1
121,DAG 16:1;0_20:4;0,DAG,,0.003273246,,,,0.003273246,0.005716223,0.00811849,0.006303373,0.00427337,0.006297392,0.006388484,0.006182889,0.9,#DIV/0!,0.002031845,0.003410863,0.006564004,0.004604144,,0.004152714,0.3,#DIV/0!,0.003931944,0.006668943,0.003493794,,0.004698227,0.5,#DIV/0!,,,
383,PC 16:0;0_18:0;0,PC,,,,,,0,,,,,,,0,NA,NA,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,0.74748442,,,0.74748442,#DIV/0!,#DIV/0!,,,
123,DAG 16:1;0_22:6;0,DAG,0.001927976,,0.004596064,0.003770971,,0.00343167,0.005072695,0.008657894,0.00641589,,0.00500254,0.00235423,0.00550065,0.7,0.21,,,0.009144747,,,0.009144747,1.4,#DIV/0!,0.00530925,0.00512359,,,0.00521642,0.6,0.18,,,
395,PC 16:0;0_22:2;0,PC,,,,,,0,,,,,,,0,NA,NA,,,,,0.067894774,0.067894774,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,
410,PC 16:1;0_19:1;0,PC,,,,,,0,,,,,,,0,NA,NA,,,,,0.004761626,0.004761626,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,0.026454967,,
423,PC 17:0;0_17:0;0,PC,,,,,,0,,,,,,,0,NA,NA,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,0.015782464,,,0.015782464,#DIV/0!,#DIV/0!,,,
424,PC 17:0;0_17:1;0,PC,,,,,,0,,,,,,,0,NA,NA,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,0.015305348,#DIV/0!
128,DAG 17:0;0_18:0;0,DAG,,0.012956337,,,,0.012956337,,,,,,,0,NA,NA,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,
129,DAG 17:0;0_18:1;0,DAG,,0.010882432,,0.0079341,0.009022558,0.009279697,,0.015580793,,,,,0.015580793,0.7,#DIV/0!,,,,0.017150824,0.010875894,0.014013359,0.6,0.16,,,,0.018609659,0.018609659,1.0,#DIV/0!,0.019975494,0.021725934,0.1
130,DAG 17:0;0_18:2;0,DAG,0.01643982,0.022769769,0.024139739,0.01957071,0.023021413,0.02118829,,0.025505518,,0.010253253,0.013361851,,0.016373541,-0.4,0.26,,,,0.010039309,,0.010039309,-1.1,#DIV/0!,0.022230577,0.01468406,0.022393984,0.009173292,0.017120478,-0.3,0.25,,0.001434421,#DIV/0!
428,PC 17:0;0_19:1;0,PC,,,,,,0,,,,,,,0,NA,NA,,,0.013893065,0.01360726,,0.013750162,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,
132,DAG 17:1;0_18:0;0,DAG,,0.005940082,,0.00585859,0.005745414,0.005848029,,0.003943854,,,,,0.003943854,-0.6,#DIV/0!,,,,0.003234071,0.002240479,0.002737275,-1.1,0.00,,,,0.006709083,0.006709083,0.2,#DIV/0!,0.006868715,0.010741288,0.6
133,DAG 17:1;0_18:1;0,DAG,0.004569852,0.007632724,0.011939209,0.011183972,0.010446415,0.009154434,,0.009616146,,0.0058447,0.007165747,,0.007542197,-0.3,0.45,,,,0.012443337,,0.012443337,0.4,#DIV/0!,0.010649338,0.005675298,0.009246702,0.010325869,0.008974302,0.0,0.92,,0.01815954,#DIV/0!
134,DAG 17:1;0_19:2;0,DAG,,,0.002885721,,,0.002885721,0.001414662,,,,,,0.001414662,-1.0,#DIV/0!,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,
135,DAG 17:1;0_19:3;0,DAG,,,,,0.002064173,0.002064173,,,,,,,0,NA,NA,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,
136,DAG 17:2;0_18:0;0,DAG,,0.000893576,,,,0.000893576,,,,,,,0,NA,NA,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,
678,DAG 17:2;0_19:1;0,DAG,0.001153751,,,,0.002862254,0.002008003,,,,,0.001134874,,0.001134874,-0.8,#DIV/0!,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,
695,DAG 18:0;0_18:0;0,DAG,0.022619527,0.022523255,0.030692758,0.016341712,0.014521898,0.02133983,0.036440957,0.052268672,0.035474033,0.023735712,0.034058804,0.045721115,0.037949882,0.8,0.01,0.013850477,0.028005865,0.032960447,0.034954173,0.030182735,0.02799074,0.4,0.19,0.021340326,0.030981361,0.024333,0.028502327,0.026289254,0.3,0.23,,,
139,DAG 18:0;0_18:1;0,DAG,0.164205136,0.178383625,0.279792758,0.230329957,0.227362402,0.216014776,0.29223646,0.442221933,0.25172374,0.232929299,0.360413813,0.216609981,0.299355871,0.5,0.09,0.156155776,0.250560358,0.279539899,0.509127978,0.23776704,0.28663021,0.4,0.29,0.27069739,0.194600742,0.285095485,0.16949095,0.229971142,0.1,0.69,0.294111141,0.360082557,0.3
140,DAG 18:0;0_18:2;0,DAG,1.0464933,0.994734649,1.143118155,0.973281615,0.975938517,1.026713247,0.71333416,0.904422876,0.404735544,0.535634018,0.653578945,0.490458507,0.617027342,-0.7,0.00,0.491688815,0.525415972,0.563130981,0.650862784,0.3360497,0.51342965,-1.0,0.00,1.385241366,0.628789717,1.374841167,0.580355651,0.992306975,0.0,0.87,0.047548864,0.045566637,-0.1
141,DAG 18:0;0_18:3;0,DAG,0.011259245,0.01411098,0.026967143,0.020259005,0.022379954,0.018995265,0.01958683,0.036501485,0.006007915,0.012764654,0.011698591,0.00939999,0.015993244,-0.2,0.60,0.008128504,0.006425405,0.006594512,0.012883656,0.008369266,0.008480269,-1.2,0.01,0.030228344,0.015766074,0.031965923,0.013041248,0.022750397,0.3,0.50,0.004526448,0.006149218,0.4
142,DAG 18:0;0_19:0;0,DAG,,0.026089368,,,,0.026089368,,,,,,,0,NA,NA,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,
143,DAG 18:0;0_20:1;0,DAG,,0.024819341,0.025785052,,0.014858101,0.021820831,0.02141406,0.02731096,0.018762768,0.023615808,0.028122581,0.021629778,0.023475992,0.1,0.62,0.014129594,0.02166227,0.019095469,0.049174003,0.027166361,0.026245539,0.3,0.62,0.032815889,0.02970017,0.027786151,0.018740696,0.027260727,0.3,0.29,0.025887373,0.025910192,0.0
144,DAG 18:0;0_20:2;0,DAG,0.010333165,0.017598845,0.017892407,0.011883279,0.013291329,0.014199805,0.017888984,0.016520484,0.01421894,0.012629373,0.023770924,0.014511457,0.016590027,0.2,0.32,0.011306603,0.012815129,0.012668358,0.014545315,0.01585802,0.013438685,-0.1,0.67,0.021892114,0.012502518,0.029329207,0.01555183,0.019818917,0.5,0.17,0.040216198,0.037986757,-0.1
737,DAG 18:0;0_20:3;0,DAG,0.048233466,0.076308316,0.053824287,0.038918048,0.052168286,0.053890481,0.076075468,0.059393781,0.047570111,0.063372152,0.105666906,0.077207489,0.071547651,0.4,0.13,0.058391608,0.056491793,0.044553955,0.054344552,0.081150086,0.058986399,0.1,0.57,0.081067155,0.046160097,0.10713771,0.078682216,0.078261795,0.5,0.10,0.069758531,,
146,DAG 18:0;0_20:4;0,DAG,0.184113383,0.307379999,0.17588462,0.113676375,0.142370828,0.184685041,0.241628943,0.239834073,0.192909139,0.200062488,0.28601834,0.240305177,0.233459693,0.3,0.18,0.257995406,0.179708787,0.166282467,0.134286931,0.164727207,0.180600159,0.0,0.92,0.330798873,0.183667399,0.440437474,0.19513497,0.287509679,0.6,0.16,0.043700132,0.050308923,0.2
147,DAG 18:0;0_20:5;0,DAG,0.032720216,0.031112623,0.035303059,0.027722126,0.020249148,0.029421435,0.02220835,0.025938876,0.00769459,0.014199885,0.019341179,0.01579618,0.017529843,-0.7,0.01,0.016382714,0.016484697,0.011999669,0.007368642,0.010822722,0.012611689,-1.2,0.00,0.045036724,0.018245677,0.042010674,0.020306338,0.031399853,0.1,0.78,,0.023389825,#DIV/0!
148,DAG 18:0;0_22:1;0,DAG,,0.008060395,,,,0.008060395,,,,,0.003346277,,0.003346277,-1.3,#DIV/0!,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,0.006755498,,,0.006755498,-0.3,#DIV/0!,,0.003262515,#DIV/0!
429,PC 17:0;0_20:1;0,PC,,,,,,0,,,,,,,0,NA,NA,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,0.004922984,#DIV/0!
433,PC 17:1;0_17:1;0,PC,,,,,,0,,,,,,,0,NA,NA,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,0.003473439,#DIV/0!
437,PC 17:1;0_20:1;0,PC,,,,,,0,,,,,,,0,NA,NA,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,0.004930861,#DIV/0!
152,DAG 18:0;0_22:5;0,DAG,,0.017278297,0.017715251,,0.01231279,0.015768779,0.012020952,,0.02686897,0.010751576,0.008396477,,0.014509494,-0.1,0.82,,,,0.015553155,0.013512568,0.014532861,-0.1,0.64,0.016924428,0.016129492,0.019690711,0.015952982,0.017174403,0.1,0.46,,,
153,DAG 18:0;0_22:6;0,DAG,0.083726505,0.091748802,0.098036701,0.062892008,0.083011785,0.08388316,0.092656238,0.095030052,0.12212431,0.082054419,0.099814153,0.076080007,0.09462653,0.2,0.26,0.104506507,0.111303103,0.096696032,0.066701332,0.07509134,0.090859663,0.1,0.52,0.149400997,0.068985663,0.173496859,0.080065137,0.117987164,0.5,0.19,0.015090333,0.026996401,0.8
442,PC 18:0;0_19:1;0,PC,,,,,,0,,,,,,,0,NA,NA,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,0.060528402,#DIV/0!
155,DAG 18:1;0_18:1;0,DAG,0.085961411,0.073341231,0.276736956,0.314196255,0.28781121,0.207609413,0.18136801,0.390146142,0.135356492,0.166969831,0.225251611,0.105485705,0.200762965,0.0,0.92,0.103093515,0.157087361,0.260437681,0.622234268,0.162982755,0.261167116,0.3,0.63,0.210773599,0.111719267,0.15646015,0.114422373,0.148343847,-0.5,0.38,0.462032575,0.348604657,-0.4
156,DAG 18:1;0_18:2;0,DAG,0.280878239,0.251763904,0.771178182,0.785600774,0.701661559,0.558216532,0.405184641,0.927957534,0.251845034,0.37482601,0.368221815,0.186624147,0.419109863,-0.4,0.41,0.189599126,0.273166737,0.386169367,0.82393791,0.236333389,0.381841306,-0.5,0.32,0.658621187,0.296840392,0.505530705,0.230224301,0.422804146,-0.4,0.43,,,
